	BE_Earth	BE_ISS	Cul_Earth	Cul_SC	Human	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	Cul_Earth_prop	Cul_SC_prop	fxn	p.val	p.adj.BH
GMP synthase [glutamine-hydrolyzing]	1	8	1	2	33	11	100	100	100	100	100	100	GMP synthase [glutamine-hydrolyzing]	1	1
Gnt-II system L-idonate transporter	1	8	1	2	33	11	100	100	100	100	100	100	Gnt-II system L-idonate transporter	1	1
Gramicidin S synthase 2	0	0	0	0	6	4	0	0	36.3636363636364	18.1818181818182	0	0	Gramicidin S synthase 2	0.168511914609151	1
Group 2 truncated hemoglobin YjbI	1	8	1	2	33	11	100	100	100	100	100	100	Group 2 truncated hemoglobin YjbI	1	1
GTP 3',8-cyclase	1	8	1	2	33	11	100	100	100	100	100	100	GTP 3',8-cyclase	1	1
GTP cyclohydrolase 1	1	8	1	2	33	11	100	100	100	100	100	100	GTP cyclohydrolase 1	1	1
GTP cyclohydrolase 1 type 2 	1	8	1	2	33	11	100	100	100	100	100	100	GTP cyclohydrolase 1 type 2 	1	1
GTP pyrophosphokinase	1	8	1	2	33	11	100	100	100	100	100	100	GTP pyrophosphokinase	1	1
GTP pyrophosphokinase YjbM	1	8	1	2	33	11	100	100	100	100	100	100	GTP pyrophosphokinase YjbM	1	1
GTP pyrophosphokinase YwaC	1	8	1	2	33	11	100	100	100	100	100	100	GTP pyrophosphokinase YwaC	1	1
GTP-binding protein TypA/BipA	1	8	1	2	33	11	100	100	100	100	100	100	GTP-binding protein TypA/BipA	1	1
GTP-sensing transcriptional pleiotropic repressor CodY	1	8	1	2	33	11	100	100	100	100	100	100	GTP-sensing transcriptional pleiotropic repressor CodY	1	1
GTPase Der	1	8	1	2	33	11	100	100	100	100	100	100	GTPase Der	1	1
GTPase Era	1	8	1	2	33	11	100	100	100	100	100	100	GTPase Era	1	1
GTPase HflX	1	8	1	2	33	11	100	100	100	100	100	100	GTPase HflX	1	1
GTPase Obg	1	8	1	2	33	11	100	100	100	100	100	100	GTPase Obg	1	1
Guanidinobutyrase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Guanidinobutyrase	0.904601710178056	1
Guanine/hypoxanthine permease PbuG	1	8	1	2	33	11	100	100	100	100	100	100	Guanine/hypoxanthine permease PbuG	1	1
Guanine/hypoxanthine permease PbuO	1	8	1	2	33	11	100	100	100	100	100	100	Guanine/hypoxanthine permease PbuO	1	1
Guanylate kinase	1	8	1	2	33	11	100	100	100	100	100	100	Guanylate kinase	1	1
Hca operon transcriptional activator HcaR	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Hca operon transcriptional activator HcaR	0.904601710178056	1
Heat shock protein 15	1	8	1	2	33	11	100	100	100	100	100	100	Heat shock protein 15	1	1
Heat-inducible transcription repressor HrcA	1	8	1	2	33	11	100	100	100	100	100	100	Heat-inducible transcription repressor HrcA	1	1
Heme A synthase	1	8	1	2	33	11	100	100	100	100	100	100	Heme A synthase	1	1
Heme response regulator HssR	1	8	1	2	33	11	100	100	100	100	100	100	Heme response regulator HssR	1	1
Heme sensor protein HssS	1	8	1	2	33	11	100	100	100	100	100	100	Heme sensor protein HssS	1	1
Heme-based aerotactic transducer HemAT	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Heme-based aerotactic transducer HemAT	0.904601710178057	1
Heme-binding protein A	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Heme-binding protein A	0.509823321959338	1
Heme-degrading monooxygenase	1	8	1	2	33	11	100	100	100	100	100	100	Heme-degrading monooxygenase	1	1
Heme-degrading monooxygenase HmoA	1	8	1	2	33	11	100	100	100	100	100	100	Heme-degrading monooxygenase HmoA	1	1
Heme-degrading monooxygenase HmoB	1	8	1	2	33	11	100	100	100	100	100	100	Heme-degrading monooxygenase HmoB	1	1
Hemin transport system permease protein HmuU	1	8	1	2	33	11	100	100	100	100	100	100	Hemin transport system permease protein HmuU	1	1
Hemolysin A	1	8	1	2	33	11	100	100	100	100	100	100	Hemolysin A	1	1
Hemolysin BL-binding component	1	8	1	2	33	11	100	100	100	100	100	100	Hemolysin BL-binding component	1	1
Hemolysin C	1	8	1	2	33	11	100	100	100	100	100	100	Hemolysin C	1	1
Hemolysin secretion protein D, chromosomal	1	0	0	0	0	1	100	0	9.09090909090909	0	0	0	Hemolysin secretion protein D, chromosomal	0.509823321959338	1
Heparin-sulfate lyase	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Heparin-sulfate lyase	0.8233197702477	1
Heptaprenyl diphosphate synthase component 1	1	8	1	2	33	11	100	100	100	100	100	100	Heptaprenyl diphosphate synthase component 1	1	1
Heptaprenyl diphosphate synthase component 2	1	8	1	2	33	11	100	100	100	100	100	100	Heptaprenyl diphosphate synthase component 2	1	1
Heptaprenylglyceryl phosphate synthase	1	8	1	2	33	11	100	100	100	100	100	100	Heptaprenylglyceryl phosphate synthase	1	1
High-affinity branched-chain amino acid transport ATP-binding protein LivF	1	8	1	2	33	11	100	100	100	100	100	100	High-affinity branched-chain amino acid transport ATP-binding protein LivF	1	1
High-affinity branched-chain amino acid transport system permease protein LivH	1	8	1	2	33	11	100	100	100	100	100	100	High-affinity branched-chain amino acid transport system permease protein LivH	1	1
High-affinity gluconate transporter	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	High-affinity gluconate transporter	0.904601710178056	1
High-affinity heme uptake system protein IsdE	1	8	1	2	33	11	100	100	100	100	100	100	High-affinity heme uptake system protein IsdE	1	1
High-affinity proline transporter PutP	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	High-affinity proline transporter PutP	0.904601710178056	1
High-affinity zinc uptake system ATP-binding protein ZnuC	1	8	1	2	33	11	100	100	100	100	100	100	High-affinity zinc uptake system ATP-binding protein ZnuC	1	1
High-affinity zinc uptake system binding-protein ZnuA	1	8	1	2	33	11	100	100	100	100	100	100	High-affinity zinc uptake system binding-protein ZnuA	1	1
High-affinity zinc uptake system membrane protein ZnuB	1	8	1	2	33	11	100	100	100	100	100	100	High-affinity zinc uptake system membrane protein ZnuB	1	1
Histidine ammonia-lyase	1	8	1	2	33	11	100	100	100	100	100	100	Histidine ammonia-lyase	1	1
Histidine--tRNA ligase	1	8	1	2	33	11	100	100	100	100	100	100	Histidine--tRNA ligase	1	1
Histidinol dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Histidinol dehydrogenase	1	1
Histidinol-phosphate aminotransferase	1	8	1	2	33	11	100	100	100	100	100	100	Histidinol-phosphate aminotransferase	1	1
HMP-PP phosphatase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	HMP-PP phosphatase	0.509823321959338	1
Holin-like protein CidA	1	8	1	2	33	11	100	100	100	100	100	100	Holin-like protein CidA	1	1
Holin-like protein CidB	1	8	1	2	33	11	100	100	100	100	100	100	Holin-like protein CidB	1	1
Holliday junction ATP-dependent DNA helicase RuvA	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Holliday junction ATP-dependent DNA helicase RuvA	0.904601710178056	1
Holliday junction ATP-dependent DNA helicase RuvB	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Holliday junction ATP-dependent DNA helicase RuvB	0.509823321959338	1
Holliday junction resolvase RecU	1	8	1	2	33	11	100	100	100	100	100	100	Holliday junction resolvase RecU	1	1
Holo-[acyl-carrier-protein] synthase	1	8	1	2	33	11	100	100	100	100	100	100	Holo-[acyl-carrier-protein] synthase	1	1
Homocitrate synthase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Homocitrate synthase	0.509823321959338	1
Homocysteine S-methyltransferase	0	0	0	0	1	2	0	0	18.1818181818182	3.03030303030303	0	0	Homocysteine S-methyltransferase	0.420796581644024	1
Homogentisate 1,2-dioxygenase	1	8	1	2	33	11	100	100	100	100	100	100	Homogentisate 1,2-dioxygenase	1	1
Homoserine dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Homoserine dehydrogenase	1	1
Homoserine kinase	1	8	1	2	33	11	100	100	100	100	100	100	Homoserine kinase	1	1
Homoserine O-acetyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Homoserine O-acetyltransferase	1	1
Homoserine O-succinyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Homoserine O-succinyltransferase	1	1
Homoserine/homoserine lactone efflux protein	1	8	1	2	33	11	100	100	100	100	100	100	Homoserine/homoserine lactone efflux protein	1	1
Hopanoid C-3 methylase	0	0	0	0	7	2	0	0	18.1818181818182	21.2121212121212	0	0	Hopanoid C-3 methylase	0.34435391868898	1
HPr kinase/phosphorylase	1	8	1	2	33	11	100	100	100	100	100	100	HPr kinase/phosphorylase	1	1
HPr-like protein Crh	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	HPr-like protein Crh	0.509823321959338	1
HTH-type dhaKLM operon transcriptional activator DhaS	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type dhaKLM operon transcriptional activator DhaS	1	1
HTH-type transcriptional activator CmpR	1	7	1	2	32	11	100	87.5	100	96.969696969697	100	100	HTH-type transcriptional activator CmpR	0.700421843681384	1
HTH-type transcriptional activator HxlR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional activator HxlR	1	1
HTH-type transcriptional activator mta	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional activator mta	1	1
HTH-type transcriptional activator RhaS	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	HTH-type transcriptional activator RhaS	0.823319770247701	1
HTH-type transcriptional regulator	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator	1	1
HTH-type transcriptional regulator AcrR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator AcrR	1	1
HTH-type transcriptional regulator BenM	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	HTH-type transcriptional regulator BenM	0.904601710178056	1
HTH-type transcriptional regulator CatM	0	0	0	0	3	3	0	0	27.2727272727273	9.09090909090909	0	0	HTH-type transcriptional regulator CatM	0.296635490838847	1
HTH-type transcriptional regulator CueR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator CueR	1	1
HTH-type transcriptional regulator CymR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator CymR	1	1
HTH-type transcriptional regulator CynR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator CynR	1	1
HTH-type transcriptional regulator CysL	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator CysL	1	1
HTH-type transcriptional regulator DdrOC	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	HTH-type transcriptional regulator DdrOC	0.509823321959338	1
HTH-type transcriptional regulator DegA	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator DegA	1	1
HTH-type transcriptional regulator GlnR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator GlnR	1	1
HTH-type transcriptional regulator GltC	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator GltC	1	1
HTH-type transcriptional regulator GltR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator GltR	1	1
HTH-type transcriptional regulator GmuR	1	8	1	2	31	10	100	100	90.9090909090909	93.9393939393939	100	100	HTH-type transcriptional regulator GmuR	0.827715783507219	1
HTH-type transcriptional regulator HexR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator HexR	1	1
HTH-type transcriptional regulator Hpr	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator Hpr	1	1
HTH-type transcriptional regulator ImmR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator ImmR	1	1
HTH-type transcriptional regulator KipR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator KipR	1	1
HTH-type transcriptional regulator LrpC	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator LrpC	1	1
HTH-type transcriptional regulator LutR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator LutR	1	1
HTH-type transcriptional regulator MalR	1	8	1	2	31	10	100	100	90.9090909090909	93.9393939393939	100	100	HTH-type transcriptional regulator MalR	0.82771578350722	1
HTH-type transcriptional regulator MhqR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator MhqR	1	1
HTH-type transcriptional regulator MtrR	1	8	1	2	25	8	100	100	72.7272727272727	75.7575757575758	100	100	HTH-type transcriptional regulator MtrR	0.231191861027048	1
HTH-type transcriptional regulator NorG	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator NorG	1	1
HTH-type transcriptional regulator PuuR	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	HTH-type transcriptional regulator PuuR	0.904601710178057	1
HTH-type transcriptional regulator QacR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator QacR	1	1
HTH-type transcriptional regulator RcdA	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	HTH-type transcriptional regulator RcdA	0.509823321959338	1
HTH-type transcriptional regulator SgrR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator SgrR	1	1
HTH-type transcriptional regulator SinR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator SinR	1	1
HTH-type transcriptional regulator SutR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator SutR	1	1
HTH-type transcriptional regulator TreR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator TreR	1	1
HTH-type transcriptional regulator Xre	1	8	1	2	29	8	100	100	72.7272727272727	87.8787878787879	100	100	HTH-type transcriptional regulator Xre	0.323805881465142	1
HTH-type transcriptional regulator YfmP	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator YfmP	1	1
HTH-type transcriptional regulator YodB	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulator YodB	1	1
HTH-type transcriptional regulator YofA	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	HTH-type transcriptional regulator YofA	0.904601710178057	1
HTH-type transcriptional regulatory protein GabR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional regulatory protein GabR	1	1
HTH-type transcriptional repressor Bm3R1	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor Bm3R1	1	1
HTH-type transcriptional repressor CarH	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor CarH	1	1
HTH-type transcriptional repressor CytR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor CytR	1	1
HTH-type transcriptional repressor CzrA	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	HTH-type transcriptional repressor CzrA	0.904601710178055	1
HTH-type transcriptional repressor DasR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor DasR	1	1
HTH-type transcriptional repressor GlcR	1	8	1	2	32	10	100	100	90.9090909090909	96.969696969697	100	100	HTH-type transcriptional repressor GlcR	0.823319770247701	1
HTH-type transcriptional repressor KstR	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor KstR	1	1
HTH-type transcriptional repressor KstR2	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor KstR2	1	1
HTH-type transcriptional repressor NemR	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	HTH-type transcriptional repressor NemR	0.904601710178057	1
HTH-type transcriptional repressor RghR	0	0	0	0	2	0	0	0	0	6.06060606060606	0	0	HTH-type transcriptional repressor RghR	0.718582237075454	1
HTH-type transcriptional repressor RspR	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	HTH-type transcriptional repressor RspR	0.904601710178057	1
HTH-type transcriptional repressor YtrA	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor YtrA	1	1
HTH-type transcriptional repressor YvoA	1	8	1	2	33	11	100	100	100	100	100	100	HTH-type transcriptional repressor YvoA	1	1
Hut operon positive regulatory protein	1	8	1	2	33	11	100	100	100	100	100	100	Hut operon positive regulatory protein	1	1
Hyaluronate lyase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Hyaluronate lyase	0.509823321959338	1
Hydrogen cyanide synthase subunit HcnA	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Hydrogen cyanide synthase subunit HcnA	0.718582237075456	1
Hydrogen cyanide synthase subunit HcnB	1	8	1	2	33	11	100	100	100	100	100	100	Hydrogen cyanide synthase subunit HcnB	1	1
Hydrogen cyanide synthase subunit HcnC	1	8	1	2	33	11	100	100	100	100	100	100	Hydrogen cyanide synthase subunit HcnC	1	1
Hydrogen peroxide-inducible genes activator	0	0	0	0	5	3	0	0	27.2727272727273	15.1515151515152	0	0	Hydrogen peroxide-inducible genes activator	0.324098453667174	1
Hydroperoxy fatty acid reductase gpx1	1	8	1	2	33	11	100	100	100	100	100	100	Hydroperoxy fatty acid reductase gpx1	1	1
Hydroxyacylglutathione hydrolase GloC	1	8	1	2	33	11	100	100	100	100	100	100	Hydroxyacylglutathione hydrolase GloC	1	1
Hydroxyethylthiazole kinase	1	8	1	2	33	11	100	100	100	100	100	100	Hydroxyethylthiazole kinase	1	1
Hydroxylamine reductase	1	8	1	2	33	11	100	100	100	100	100	100	Hydroxylamine reductase	1	1
Hydroxymethylglutaryl-CoA lyase YngG	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Hydroxymethylglutaryl-CoA lyase YngG	0.718582237075456	1
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	1	8	1	2	33	11	100	100	100	100	100	100	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	1	1
Hydroxypyruvate reductase	1	8	1	2	33	11	100	100	100	100	100	100	Hydroxypyruvate reductase	1	1
hypothetical protein	1	8	1	2	33	11	100	100	100	100	100	100	hypothetical protein	1	1
Hypoxanthine phosphoribosyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Hypoxanthine phosphoribosyltransferase	1	1
Hypoxanthine-guanine phosphoribosyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Hypoxanthine-guanine phosphoribosyltransferase	1	1
Hypoxic response protein 1	1	8	1	2	33	11	100	100	100	100	100	100	Hypoxic response protein 1	1	1
IgA-specific serine endopeptidase autotransporter	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	IgA-specific serine endopeptidase autotransporter	0.823319770247701	1
Imidazole glycerol phosphate synthase subunit HisF	1	8	1	2	33	11	100	100	100	100	100	100	Imidazole glycerol phosphate synthase subunit HisF	1	1
Imidazole glycerol phosphate synthase subunit HisH	1	8	1	2	33	11	100	100	100	100	100	100	Imidazole glycerol phosphate synthase subunit HisH	1	1
Imidazoleglycerol-phosphate dehydratase	1	8	1	2	33	11	100	100	100	100	100	100	Imidazoleglycerol-phosphate dehydratase	1	1
Imidazolonepropionase	1	8	1	2	33	11	100	100	100	100	100	100	Imidazolonepropionase	1	1
Immune inhibitor A	1	8	1	2	33	11	100	100	100	100	100	100	Immune inhibitor A	1	1
Immunity protein SdpI	1	8	1	2	32	10	100	100	90.9090909090909	96.969696969697	100	100	Immunity protein SdpI	0.823319770247701	1
Immunity protein WapI	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Immunity protein WapI	0.509823321959338	1
IMPACT family member YigZ	1	8	1	2	33	11	100	100	100	100	100	100	IMPACT family member YigZ	1	1
Indole-3-glycerol phosphate synthase	1	8	1	2	33	11	100	100	100	100	100	100	Indole-3-glycerol phosphate synthase	1	1
Indole-3-pyruvate decarboxylase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Indole-3-pyruvate decarboxylase	0.509823321959338	1
Initiation-control protein YabA	1	8	1	2	33	11	100	100	100	100	100	100	Initiation-control protein YabA	1	1
Inner membrane ABC transporter permease protein YcjO	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane ABC transporter permease protein YcjO	1	1
Inner membrane ABC transporter permease protein YdcV	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane ABC transporter permease protein YdcV	1	1
Inner membrane protein alx	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane protein alx	1	1
Inner membrane protein YabI	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane protein YabI	1	1
Inner membrane protein YbbJ	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane protein YbbJ	1	1
Inner membrane protein YdcZ	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Inner membrane protein YdcZ	0.904601710178056	1
Inner membrane protein YgaZ	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Inner membrane protein YgaZ	0.718582237075454	1
Inner membrane protein YjdF	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Inner membrane protein YjdF	0.509823321959338	1
Inner membrane protein YohD	1	8	1	2	32	10	100	100	90.9090909090909	96.969696969697	100	100	Inner membrane protein YohD	0.823319770247701	1
Inner membrane protein YohK	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane protein YohK	1	1
Inner membrane protein YqiK	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane protein YqiK	1	1
Inner membrane protein YqjA	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane protein YqjA	1	1
Inner membrane transport permease YbhR	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane transport permease YbhR	1	1
Inner membrane transport protein YdhC	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane transport protein YdhC	1	1
Inner membrane transport protein YdhP	1	8	1	2	33	11	100	100	100	100	100	100	Inner membrane transport protein YdhP	1	1
Inner membrane transport protein YnfM	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Inner membrane transport protein YnfM	0.823319770247701	1
Inner spore coat protein H	1	8	1	2	33	11	100	100	100	100	100	100	Inner spore coat protein H	1	1
Inosine-5'-monophosphate dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Inosine-5'-monophosphate dehydrogenase	1	1
Inositol-3-phosphate synthase	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	Inositol-3-phosphate synthase	0.827715783507219	1
Internalin-A	1	8	1	2	33	11	100	100	100	100	100	100	Internalin-A	1	1
Internalin-J	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Internalin-J	0.367665135374662	1
Iron uptake protein A1	1	8	1	2	33	11	100	100	100	100	100	100	Iron uptake protein A1	1	1
Iron-regulated surface determinant protein A	1	8	1	2	33	11	100	100	100	100	100	100	Iron-regulated surface determinant protein A	1	1
Iron-regulated surface determinant protein C	1	8	1	2	33	11	100	100	100	100	100	100	Iron-regulated surface determinant protein C	1	1
Iron-sulfur cluster carrier protein	1	8	1	2	33	11	100	100	100	100	100	100	Iron-sulfur cluster carrier protein	1	1
Iron-sulfur cluster insertion protein ErpA	1	8	1	2	33	11	100	100	100	100	100	100	Iron-sulfur cluster insertion protein ErpA	1	1
Iron-sulfur cluster repair protein ScdA	1	8	1	2	28	11	100	100	100	84.8484848484848	100	100	Iron-sulfur cluster repair protein ScdA	0.245206142472284	1
Iron-uptake system permease protein FeuB	1	8	1	2	33	11	100	100	100	100	100	100	Iron-uptake system permease protein FeuB	1	1
Iron-uptake system permease protein FeuC	1	8	1	2	33	11	100	100	100	100	100	100	Iron-uptake system permease protein FeuC	1	1
Iron-uptake system-binding protein	1	8	1	2	33	11	100	100	100	100	100	100	Iron-uptake system-binding protein	1	1
Iron(3 )-hydroxamate import ATP-binding protein FhuC	0	1	0	0	0	0	0	12.5	0	0	0	0	Iron(3 )-hydroxamate import ATP-binding protein FhuC	0.410346977928174	1
Iron(3 )-hydroxamate-binding protein FhuD	1	8	1	2	33	11	100	100	100	100	100	100	Iron(3 )-hydroxamate-binding protein FhuD	1	1
Isoaspartyl dipeptidase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Isoaspartyl dipeptidase	0.509823321959338	1
Isochorismatase	1	8	1	2	33	11	100	100	100	100	100	100	Isochorismatase	1	1
Isochorismatase family protein YecD	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Isochorismatase family protein YecD	0.509823321959338	1
Isochorismate synthase DhbC	1	8	1	2	33	11	100	100	100	100	100	100	Isochorismate synthase DhbC	1	1
Isocitrate dehydrogenase [NADP]	1	8	1	2	33	11	100	100	100	100	100	100	Isocitrate dehydrogenase [NADP]	1	1
Isocitrate lyase	1	8	1	2	33	11	100	100	100	100	100	100	Isocitrate lyase	1	1
Isoleucine--tRNA ligase	1	8	1	2	33	11	100	100	100	100	100	100	Isoleucine--tRNA ligase	1	1
Isonitrile hydratase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Isonitrile hydratase	0.904601710178056	1
Isopentenyl-diphosphate delta-isomerase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Isopentenyl-diphosphate delta-isomerase	0.509823321959338	1
Isopentenyl-diphosphate Delta-isomerase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Isopentenyl-diphosphate Delta-isomerase	0.904601710178056	1
Isoprenyl transferase	0	1	0	0	0	0	0	12.5	0	0	0	0	Isoprenyl transferase	0.410346977928174	1
K( )/H( ) antiporter subunit KhtT	1	8	1	2	33	11	100	100	100	100	100	100	K( )/H( ) antiporter subunit KhtT	1	1
K( )/H( ) antiporter YhaU	1	8	1	2	33	11	100	100	100	100	100	100	K( )/H( ) antiporter YhaU	1	1
Keratan-sulfate endo-1,4-beta-galactosidase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Keratan-sulfate endo-1,4-beta-galactosidase	0.904601710178055	1
Ketol-acid reductoisomerase (NAD( ))	1	8	1	2	30	11	100	100	100	90.9090909090909	100	100	Ketol-acid reductoisomerase (NAD( ))	0.5282244944746	1
Ketol-acid reductoisomerase (NADP( ))	1	8	1	2	33	11	100	100	100	100	100	100	Ketol-acid reductoisomerase (NADP( ))	1	1
Kinase A inhibitor	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Kinase A inhibitor	0.904601710178057	1
Kinase-associated lipoprotein B	1	8	1	2	33	11	100	100	100	100	100	100	Kinase-associated lipoprotein B	1	1
KipI antagonist	1	8	1	2	33	11	100	100	100	100	100	100	KipI antagonist	1	1
Ktr system potassium uptake protein A	1	8	1	2	33	11	100	100	100	100	100	100	Ktr system potassium uptake protein A	1	1
Ktr system potassium uptake protein B	1	8	1	2	33	11	100	100	100	100	100	100	Ktr system potassium uptake protein B	1	1
Kynureninase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Kynureninase	0.904601710178057	1
Kynurenine formamidase	1	8	1	2	33	11	100	100	100	100	100	100	Kynurenine formamidase	1	1
L-Ala--D-Glu endopeptidase	1	8	1	2	33	11	100	100	100	100	100	100	L-Ala--D-Glu endopeptidase	1	1
L-Ala-D/L-Glu epimerase	1	8	1	2	33	11	100	100	100	100	100	100	L-Ala-D/L-Glu epimerase	1	1
L-arabinose transport system permease protein AraQ	0	0	0	0	6	1	0	0	9.09090909090909	18.1818181818182	0	0	L-arabinose transport system permease protein AraQ	0.415091147476383	1
L-arginine-specific L-amino acid ligase	0	0	0	0	2	3	0	0	27.2727272727273	6.06060606060606	0	0	L-arginine-specific L-amino acid ligase	0.237165149190097	1
L-asparaginase	1	8	1	2	33	11	100	100	100	100	100	100	L-asparaginase	1	1
L-aspartate oxidase	1	8	1	2	30	10	100	100	90.9090909090909	90.9090909090909	100	100	L-aspartate oxidase	0.76110257299874	1
L-cysteate sulfo-lyase	1	8	1	2	33	11	100	100	100	100	100	100	L-cysteate sulfo-lyase	1	1
L-cystine import ATP-binding protein TcyC	1	8	1	2	33	11	100	100	100	100	100	100	L-cystine import ATP-binding protein TcyC	1	1
